SITE_ID,NH4,pH,PFOR,PWETL,PURB,PAGT,LANDAREA,COND,SIMPSON,EPT_PTAX,EPT_PIND,FLOW_CFS
WAZP99-0649,1.3,0.001,35.4,0.02,0.04,0.01,1815.81,529,0.218846154,22.72727273,9.333333333,0.792
WMTP99-0604,1.9,0.003,2.03,0.03,0.04,15.92,1906.07,2959,0.177377778,18.51851852,57.66666667,0.547
WSDP99-0681,1,0.000977237,0.46,1.16,0.04,3.28,3678.92,2875,0.343777778,13.63636364,2.666666667,1.74
WWYP99-0531,0.6,0.003,4.17,0.93,0.04,1.26,14270.48,3683,0.122311111,22.22222222,20.66666667,5.107
OWW04440-0015,1.1,0.417,32.26,4.21,0.05,63.47,1.77,142,0.079113619,16.27906977,12.33333333,0.139
OWW04440-0015,1.1,0.417,32.26,4.21,0.05,63.47,1.77,142,0.074073229,13.88888889,21.66666667,0.139
WUTP99-0516,0.8,0.006,7.33,0,0.05,0,1.81,372,0.187372176,14.70588235,8,0
OWW04440-0066,15.1,0.016,43.18,0.56,0.05,56.18,3,467,0.113018839,13.15789474,18,0.322
OWW04440-0356,8.9,0.03,99.77,0,0.05,0.05,4.89,325,0.09,20,21.73913044,3.054
VAEQ99-0426,0.6,0.04,95.2,0.01,0.05,4.64,6.1,56,0.079039019,35.55555556,29.66666667,1.535
WCOP99-0515,0.5,0.021,74.81,0,0.05,0.59,10.85,219,0.093630352,7.142857143,10.66666667,0.012
WWAP99-0765,0.6,0.008912509,68.08,0.14,0.05,0,18.43,167,0.126359387,46.34146342,65.33333333,0.147
WCAP99-1056,0.9,0.029512092,48.05,0,0.05,0,22.96,76,0.105470481,42.85714286,52.66666667,0.084
OWW04440-0298,0.4,0.027,55.06,0.01,0.05,44.82,28.35,123,0.070106938,34.09090909,43.66666667,15.12
OWW04440-0504,1,0.012,28.35,3.71,0.05,67.86,29.01,379,0.055838288,16.66666667,21.33333333,0.833
OWW04440-0418,17.8,0.01,26.4,7.75,0.05,65.79,32.5,567,0.283760468,20,6.333333333,6.194
WCAP99-0900,0.9,0.047863009,53.03,0.59,0.05,0.62,34.67,364,0.144213633,9.523809524,3.333333333,0.007
WMTP99-0698,0.7,0.033884416,82.41,0.4,0.05,3.24,36.67,38,0.103357472,4.166666667,0.333333333,1.391
OWW04440-0985,3,0.174,61.68,0.57,0.05,37.55,44.3,98,0.298926182,12,5,0.226
VAEQ99-0475,0.6,0.016,92.34,0.01,0.05,7.33,76.75,126,0.079133694,49.05660377,64.66666667,14.396
WCAP99-0905,0.4,0.007,21.08,0.09,0.05,0.38,156.4,919,0.109089664,36.11111111,67.33333333,3.219
OWW04440-0165,1.4,0.162,89.35,0,0.05,10.55,237.15,65,0.168777778,27.02702703,28.66666667,16.6897
WCOP99-0650,0.3,0.007585776,90.63,0,0.05,0.26,324.25,136,0.06215919,35.71428571,33.66666667,3.352
WNDP99-0701,1.6,0.001071519,0,0.01,0.05,89.04,473.78,3099,0.269383683,7.407407407,9,3
WMTP99-0702,0.8,0.003630781,65.84,0.35,0.05,3.22,2426.62,248,0.320413495,24,29.66666667,18.201
WCOP99-0621,1.6,0.005011872,77.14,0,0.05,1.51,2666.54,783,0.411377778,26.66666667,9.333333333,6.343
WUTP99-0559,0.3,0.004365158,21.51,0.01,0.05,0.54,4228.74,492,0.139175799,28,22.5433526,0.468
OWW04440-0063,0.8,0.027,79.33,0,0.06,20.59,8.24,134,0.084068922,30.43478261,62,0.454
OWW04440-0063,0.8,0.027,79.33,0,0.06,20.59,8.24,134,0.062786961,28.57142857,42.66666667,0.454
OWW04440-0766,0.1,0.034,85.4,0,0.06,14.52,9.63,110,0.071020408,51.85185185,65.47619048,2.125
OWW04440-0008,11.4,0.028,27.64,0.38,0.06,70.67,11.84,483,0.098153547,8.333333333,12.66666667,0.391
OWW04440-0008,11.4,0.028,27.64,0.38,0.06,70.67,11.84,483,0.089733333,5.405405405,14,0.391
OWW04440-0624,2.1,0.01,53.88,4.56,0.06,41.17,20.18,539,0.275333333,17.24137931,50.66666667,0.608
OWW04440-0632,1.6,0.012,11.66,0.5,0.06,85.73,22.9,1071,0.127533784,6.451612903,1.333333333,0.0440324
OWW04440-0913,0.4,2.089,91.14,0.97,0.06,6.7,24.6,20,0.104338843,26.31578947,22.22222222,14.901
WCAP99-0984,0.6,0.005011872,59.85,0,0.06,0,46.2,350,0.068844444,33.33333333,39.33333333,0.562
WSDP99-0533,18.5,0.009,0.19,1.54,0.06,98,145.11,1944,0.470560908,19.04761905,5,4.085
WNDP99-0700,21.5,0.001380384,0,0.21,0.06,68.21,227.43,2386,0.525179046,5,1,1.01
WORP99-0780,0.7,0.004,46.14,0.02,0.06,16.89,322.03,212,0.123906923,33.33333333,29.33333333,NA
WSDP99-0588,5.6,0.015,1.12,1.83,0.06,85.26,643.64,1694,0.409760517,10,19,NA
WCOP99-0622,0.6,0.010964782,75.17,0,0.06,3.31,2208.4,2073,0.220913472,17.64705882,5.666666667,3.576
WSDP99-0665,0.9,0.001,0.42,1.05,0.06,3.58,4042.39,3300,0.063563636,31.25,27.14285714,4.2
OWW04440-0502,3.8,0.022,62.74,0,0.07,37.17,9.63,225,0.060344239,11.62790698,8.333333333,3.309
WORP99-0666,1.1,0.038,46.59,0,0.07,50.44,11.71,128,0.108237033,3.448275862,0.333333333,0.535
OWW04440-0535,1.6,0.022,22.81,0.26,0.07,76.6,21.4,187,0.170174397,28.20512821,11.66666667,0.3551
OWW04440-0535,1.6,0.022,22.81,0.26,0.07,76.6,21.4,187,0.097058372,20.51282051,21,0.3551
WCAP99-0798,0.6,0.01,62.15,0.81,0.07,0.84,25.42,230,0.049794067,11.62790698,14,0.273
VAEQ99-0489,0.6,0.045,77.69,0.04,0.07,22.08,42.95,44,0.112414842,33.33333333,69.25675676,25.717
WCAP99-0521,0.6,0.008,78.21,0,0.07,0,58.13,125,0.069845422,41.02564103,68.66666667,14.253
WSDP99-0521,9.4,0.032,0.04,0.11,0.07,19.08,94.49,506,0.123311128,4.347826087,0.666666667,0.168
OWW04440-0546,1.3,0.012,76.62,2.84,0.07,6.8,119.1,175,0.05283662,25,25,33.237
WWAP99-0729,0.4,0.056234133,84.21,0.21,0.07,0,254.39,61,0.187813465,45.71428571,44.33333333,NA
OWW04440-0797,0.8,0.011,21.29,0.06,0.07,25.87,303.64,419,0.097478834,33.33333333,48,18.105
WWYP99-0586,0.4,0.006,22.09,0.33,0.07,0.24,350.17,842,0.102966357,25,28.33333333,4.539
WAZP99-0861,0.6,0.008317638,12.96,0,0.07,0.21,3668.04,505,0.332359386,60,32,3.406
WWAP99-0689,0.6,0.354813389,94.32,0.1,0.08,0.05,3.51,60,0.319221759,43.75,13.66666667,0.031
WCAP99-0550,0.7,0.006,93.55,0,0.08,0.02,3.66,262,0.058097407,28.57142857,33.66666667,0.064
NEWS04-1410,0.6,0.027,92.58,3.67,0.08,3.2,18.48,83,0.260948003,40.74074074,23,3.528
WWAP99-0602,0.4,0.204,45.22,0,0.08,0.02,22.59,47,0.093966585,55,42.33333333,17.313
OWW04440-0282,0.5,0.007,73.9,0.004,0.08,25.98,90.3,458,0.173711111,37.93103448,59.33333333,19.566
WIDP99-0504,0.3,0.032,94.83,0,0.08,0.02,108.04,63,0.067437606,44.68085106,61,2.086
OWW04440-1069,0.4,0.004,74.89,0,0.08,0,348.77,794,0.182487048,33.33333333,64.66666667,19.057
WSDP99-0658,0.8,0.003311311,6.42,0.42,0.08,9.46,9835.51,589,0.544816659,50,6.25,75.2
WMTP99-0722,0.3,0.012302688,96.17,0,0.09,0,5.09,363,0.131222438,46.42857143,37.33333333,NA
OWW04440-0665,10.7,0.955,93.43,0.43,0.09,6.02,10.42,39,0.116568583,9.677419355,15.66666667,33.461
WCAP99-0803,0.1,0.005,13.69,0.02,0.09,0.13,22.27,599,0.144655646,36.11111111,54.66666667,1.286
OWW04440-0248,1.4,0.011,17.79,2.27,0.09,79.82,28.66,570,0.124042806,13.79310345,9.666666667,2.627
WUTP99-0604,0.9,0.006,46.61,0,0.09,0,43.79,563,0.188495505,28.57142857,53,0.945
WMTP99-0793,6.4,0.007079458,0.76,0,0.09,21.74,48.26,1369,0.285544831,16.66666667,46,0.845
WCAP99-0896,0.9,0.011,29.32,0.03,0.09,0.01,242.64,467,0.607555556,52,90.66666667,0.058
OWW04440-0617,0.6,0.398,50.44,14.4,0.09,32.86,343.96,39,0.093299638,31.57894737,27.66666667,107.018
WCOP01-0777,2.3,0.013182567,7.44,0,0.09,0.25,861.71,1608,0.261230103,7.692307692,1.666666667,2.792
WMTP99-0648,0.9,0.005,3.41,1.86,0.09,2.91,4612.72,4207,0.184654433,14.81481482,20.18348624,2.089
OWW04440-0854,0.6,0.102,71.14,0.07,0.1,7.79,8.62,83,0.185412728,17.5,5,1.112
WMTP99-0703,0.1,0.015135613,35.87,0,0.1,0,10.33,82,0.080898466,41.17647059,42.66666667,35.428
OWW04440-0480,7.4,0.02,4.05,0.38,0.1,95.45,16.49,694,0.294933333,13.63636364,1.666666667,1.102
OWW04440-0576,0.3,0.008,87.24,0,0.1,12.64,29.26,335,0.418685121,31.25,80.62015504,0
VAEQ99-0445,0.7,0.195,66.87,5.46,0.1,23.36,67.84,60,0.09373834,24.32432432,27,9.744
NEWS04-1302,0.4,0.123,92.81,4.23,0.1,1.24,87.9,23,0.065988585,44.44444444,55,19.351
OWW04440-0313,0.4,0.017,61.63,0,0.1,35.83,155.34,355,0.070590249,21.95121951,26,15.9795
OWW04440-0325,0.4,0.006,89.94,0.28,0.1,9.04,1914.3,197,0.11287443,30.76923077,28.33333333,29.8284
WSDP99-0696,1,0.002951209,2.55,4.82,0.1,25.55,2619.54,308,0.06950299,47.82608696,42.57425743,64.52
WSDP99-0678,0.6,0.001905461,2.58,3.69,0.1,23.18,3598.11,319,0.734261186,72.72727273,95.2,60.8
WNDP99-0507,1.8,0.002,0,0.07,0.1,72.24,3727.8,3043,0.174155556,21.62162162,8.666666667,8.541
WSDP99-0510,1.3,0.001995262,0.32,0.48,0.1,13.01,9577.09,1783,0.575106187,18.75,2.105263158,5.26
OWW04440-0191,0.6,0.015,28.97,0,0.11,70.9,2.3,614,0.08749651,25.53191489,35,0.069
OWW04440-0488,7,0.007,5.82,0.1,0.11,93.96,8.01,702,0.334299158,7.142857143,2,1.299
WWAP99-0520,0.3,0.02,85,0,0.11,0,13.04,74,0.052320968,48.93617021,54.66666667,1.41
WNVP99-0635,0.7,0.006025596,4.56,0.02,0.11,16.76,14.1,446,0.129297978,30.76923077,62.33333333,7.082
OWW04440-0528,2.6,0.011,24.72,6.1,0.11,69.05,71.55,591,0.28451843,17.14285714,59.33333333,8.532
OWW04440-0651,0.9,0.03,19.23,11.03,0.11,60.28,74.91,1301,0.170162467,25.80645161,56.66666667,3.665
OWW04440-0917,3.2,0.003,40.89,0.05,0.11,22.6,82.39,226,0.083686047,15.38461539,23.33333333,0
WSDP99-0505,10.4,0.004,2.07,7.07,0.11,89.29,111.38,856,0.192486028,6.25,1,0.584
WMTP99-0715,4.7,0.005495409,46.43,0.02,0.11,0.02,254.57,342,0.122682075,28.20512821,30,0.238
WUTP99-0694,0.6,0.004073803,58.25,0.04,0.11,0.12,523.46,770,0.2998,47.82608696,76,0.41
WCOP99-0638,0.4,0.003548134,57.11,0.01,0.11,2.19,4705.78,633,0.345288889,30.43478261,60.66666667,404.46
WSDP99-0599,0.8,0.003388442,7.36,0.41,0.11,9.71,7478.28,765,0.080200195,34.61538462,20.3125,17.9
OWW04440-0980,1.1,0.081,84.12,0.77,0.12,14.93,5.55,97,0.07772553,34.375,61.33333333,11.643
WCAP99-0779,1.4,0.005,37.31,0.01,0.12,0.01,8.05,886,0.052798148,31.91489362,52,0.131
OWW04440-0694,0.2,0.02,93.87,0,0.12,5.02,11.17,114,0.160502959,29.41176471,70,1.27
WSDP99-0544,5.6,0.008317638,2.66,3.85,0.12,79.7,18.17,1192,0.363888889,14.81481482,4,NA
NEWS04-2101,0.5,0.24,95.82,1.68,0.12,0,28.58,35,0.066844366,38.88888889,62.33333333,10.779
WSDP99-0581,8.2,0.018,0,0.07,0.12,2.58,61.65,1560,0.336276486,9.090909091,1.666666667,0
OWW04440-0081,0.4,0.054,83.07,1.24,0.12,12.38,70.16,60,0.084897959,20,23.61111111,65.319
WAZP99-0701,0.9,0.006,51.03,0,0.12,0,88.87,682,0.239632878,4.761904762,0.333333333,0.032
WSDP99-0589,44.3,0.013,0.47,10.3,0.12,76.64,596.19,1852,0.121250943,11.42857143,46,0.1
WORP99-0841,1,0.000616595,57.74,0.14,0.12,0.85,1037.56,97,0.088971636,39.02439024,57.66666667,12.256
WSDP99-0672,1.3,0.001862087,0.14,0.18,0.12,39.44,10217.5,1974,0.453272335,20.83333333,3.666666667,29.9
WWAP99-0612,0.2,0.007,56.33,0,0.13,0,10.87,142,0.052431857,48.78048781,55,0.573
WCAP99-0536,0.6,0.004,22.93,0.09,0.13,0.06,55.1,871,0.099244444,37.77777778,60,3.098
IAW02344-0130,4.6,0.01,0.42,0.42,0.13,91.66,67.46,780,0.164127424,22.72727273,13.17829457,15.2693
WCAP99-1013,0.8,0.003801894,66.17,0.14,0.13,0.16,95.23,421,0.303184541,38.0952381,67.66666667,1.862
WCOP99-0593,0.4,0.004466836,34.32,0,0.13,9.38,668.5,176,0.141615243,21.05263158,4.666666667,0.585
WSDP99-0541,1.1,0.004,2.25,1.37,0.13,26.23,1073.36,540,0.083090379,34.7826087,48.97959184,8.147
WNDP99-0706,1.5,0.000891251,0,0.06,0.13,77.55,2623.57,2103,0.151529368,10.34482759,3,2.9
WSDP99-0579,0.5,0.005,7.8,0.37,0.13,10.47,5745.41,930,0.17449925,27.5,31.33333333,5.7
WSDP99-0526,1.1,0.001584893,0.14,0.18,0.13,42.14,9187.15,1924,0.108667688,32.43243243,29,27
OWW04440-0791,0.9,0.309,5.48,0,0.14,93.92,0.6,151,0.075459749,5,1,0.195305
OWW04440-0368,2.6,0.01,1.37,0.55,0.14,97.92,56.43,744,0.169022222,20.58823529,38,4.679
OWW04440-0676,0.8,0.029,90.69,0.02,0.14,8.78,58.1,75,0.179382781,29.72972973,71,39.61
WUTP99-0561,0.4,0.004897788,57.49,0,0.14,0,73.91,464,0.068831413,23.68421053,22.33333333,0.136
WCAP99-1027,0.7,0.004786301,23.04,0,0.14,15.69,152.9,910,0.10938493,41.17647059,37.33333333,4.006
WCOP99-0577,1.9,0.058,67.89,0,0.14,0.05,264.77,25,0.183361103,41.17647059,59,53.07
OWW04440-0094,116.8,199.526,69.48,0,0.15,18.84,0.56,1073,0.165041551,13.33333333,1.03626943,0.246
OWW04440-0841,1.3,0.107,81.29,3.88,0.15,14.65,15.29,75,0.050317186,14.28571429,6.880733945,2.219
NEWS04-0108,0.4,0.037,93.99,2.93,0.15,2.26,24.82,77,0.062801932,38.7755102,65.33333333,4.313
OWW04440-0953,1.1,0.007,74.57,0,0.15,24.66,172.57,300,0.086428147,29.26829268,66.66666667,10.491
OWW04440-0953,1.1,0.007,74.57,0,0.15,24.66,172.57,300,0.08555904,23.68421053,55.66666667,10.491
WAZP99-0863,0.4,0.05370318,77.71,0.02,0.15,0.16,547.93,432,0.273667668,22.58064516,66.66666667,2.475
WSDP99-0586,0.6,0.008,21.57,2.66,0.15,19.25,1249.54,1662,0.176383309,33.33333333,55.66666667,4.3
WNDP99-0605,1.1,0.003,0,0.08,0.15,67.68,4231.1,2166,0.153669127,18.75,16,16.2
OWW04440-0170,0.7,0.039,60.26,0,0.16,39.52,2.3,237,0.179084652,6.666666667,1.075268817,0.064
OWW04440-0846,0.6,0.01,54.27,0,0.16,45.56,3.92,414,0.181086034,28.57142857,17.66666667,0.949
OWW04440-0809,2.4,0.398,75.42,0.43,0.16,23.96,7.43,115,0.097002777,5.263157895,4.166666667,1.5
VAEQ99-0441,1,0.034,64.45,0.18,0.16,34.3,25.46,65,0.069081633,20.83333333,22.66666667,3.631
OWW04440-0567,1.1,0.028,77.89,6.2,0.16,15,105.59,142,0.037631254,23.4375,18.66666667,18.1101
OWW04440-0496,1.5,0.058,86.86,0.16,0.16,12.8,250.85,145,0.11093908,14.63414634,46.95945946,53.012
WUTP99-0505,3.2,0.004,61.66,0.01,0.16,0.03,293.2,200,0.156977778,54.16666667,39.33333333,65.76
OWW04440-0146,1.1,0.008,78.86,8.48,0.16,8.81,397.92,316,0.092191899,44.18604651,59.33333333,118.537
OWW04440-0029,1.1,0.007,8.03,0.0065,0.16,19.72,414.72,518,0.157960274,24.3902439,62.33333333,14.572
OWW04440-0029,1.1,0.007,8.03,0.0065,0.16,19.72,414.72,518,0.188971193,22.85714286,64.33333333,14.572
WCOP99-0672,0.6,0.004786301,24.29,0,0.16,1.92,9066.96,2244,0.213066654,8.695652174,6.293706294,33.314
WCOP99-0672,0.6,0.004786301,24.29,0,0.16,1.92,9066.96,2244,0.713733333,0,0,33.314
OWW04440-0017,0.6,0.011,95.98,0,0.17,1.46,18.74,2281,0.288570155,33.33333333,13.08016878,2.522
OWW04440-0017,0.6,0.011,95.98,0,0.17,1.46,18.74,2281,0.15711932,33.33333333,29.67032967,2.522
OWW04440-0383,6.5,0.035,30.95,5.28,0.17,51.08,25.8,293,0.236656007,6.896551724,0.666666667,8.113
OWW04440-0672,4.6,0.03,45.69,0.02,0.17,54.1,34.93,428,0.075210334,18.60465116,14.33333333,0.78
WNDP99-0716,1.4,0.011748976,0.72,0.31,0.17,95.89,101.49,996,0.573559767,11.11111111,74.66666667,0.2
WCOP01-0833,0.7,0.00676083,87.13,0,0.17,1.49,187.11,208,0.176921958,3.448275862,0.666666667,17.457
WMTP99-0628,0.3,0.005,6.18,0.01,0.17,2.87,211.22,720,0.132377778,9.375,15.33333333,3.055
WNDP99-0685,1.4,0.003630781,0,0.03,0.17,78.83,600.02,1799,0.131226554,19.44444444,28,2.42
WSDP99-0594,1.9,0.004,0,0.08,0.17,46.41,1148.05,1945,0.070857765,10.25641026,17.66666667,0.03
WAZP99-0851,0.8,0.00724436,78.79,0,0.17,0.06,1270.34,1087,0.389467593,15.38461539,2.666666667,0.014
OWW04440-0014,1.6,0.468,72.61,0,0.18,27.2,2.49,58,0.06319108,25.53191489,15.66666667,1.431
OWW04440-0014,1.6,0.468,72.61,0,0.18,27.2,2.49,58,0.077468465,24.44444444,26.66666667,1.431
NEWS04-2401,1.6,0.05,90.68,3.8,0.18,4.02,25.46,104,0.050147028,42.62295082,52,2.154
NEWS04-2401,1.6,0.05,90.68,3.8,0.18,4.02,25.46,104,0.064118172,44.44444444,30.33333333,2.154
NEWS04-2805,0.4,0.01,87.26,1.11,0.18,11.41,26.31,196,0.183208546,43.75,69.66666667,9.641
WWAP99-0695,0.4,0.004265795,74.44,0.06,0.18,0,34.6,313,0.059819225,42,38.66666667,0.174
VAEQ99-0487,0.6,0.041,98.18,0.0021,0.18,1.42,43.33,117,0.079563636,31.91489362,49.66666667,0
VAEQ99-0487,0.6,0.041,98.18,0.0021,0.18,1.42,43.33,117,0.07144165,46.80851064,72.66666667,0
OWW04440-0506,2.2,0.044,55.39,0.41,0.18,44.01,71.08,215,0.169933333,29.16666667,7.333333333,12.606
WNDP99-0671,2.9,0.004265795,1.16,7.4,0.18,50.2,1225.51,1843,0.114362674,10.25641026,25.66666667,9
OWW04440-0552,14.1,0.008,42.14,0.97,0.19,55.54,12.13,661,0.130333333,10.25641026,13.33333333,1.639
OWW04440-0595,10.6,0.017,0.76,0.43,0.19,27.33,20.84,1047,0.331449576,13.33333333,1.666666667,0
NEWS04-2301,0.4,0.076,91.29,2.29,0.19,5.42,111.36,51,0.060831101,46,71,126.136
OWW04440-0697,1.2,0.013,62.1,0.23,0.19,36.02,143.31,369,0.220261593,25,54.66666667,3.047
OWW04440-0578,0.9,0.027,79.03,0.51,0.19,20.25,361.85,136,0.043086353,36.84210526,42,109.907
WWAP99-0563,0.4,0.013182567,66.96,0.05,0.19,0.37,1135.04,123,0.212287809,47.36842105,71.33333333,4.237
WMTP99-0635,3.1,0.001,0.52,0.04,0.19,67.4,2851.99,3451,0.389088889,18.18181818,17.66666667,0
WNVP99-0518,1.2,0.008,20.18,0.11,0.19,4.22,5874.96,260,0.123574324,30.43478261,24.35897436,21.165
NEWS04-3504,1.3,0.012,61.68,8.46,0.2,29.5,7.82,223,0.134943464,33.33333333,35,0.019
NEWS04-2302,0.4,0.035,95.05,2.14,0.2,2.02,11.81,85,0.092567994,47.22222222,58.66666667,2.866
WCOP99-0637,1.1,0.015848932,85.08,0,0.2,4.37,88.43,103,0.046315741,40.74074074,52,0.947
OWW04440-0240,0.6,0.025,2.43,0.79,0.2,96.56,140.11,642,0.048645988,26.41509434,29,0.269
WAZP99-0893,0.4,0.1,80.05,0.03,0.2,0.22,404.38,463,0.099349323,15,12,2.303
WAZP99-0893,0.4,0.1,80.05,0.03,0.2,0.22,404.38,463,0.113290816,32.35294118,67,2.303
WNDP99-0529,1.6,0.004,0.01,0.04,0.2,81.06,3096.66,2433,0.09422999,21.21212121,9.333333333,49.073
WUTP99-0695,27.8,0.002691535,46.23,0.05,0.2,1.27,6336.52,458,0.275394715,13.63636364,47,0.124
OWW04440-0629,0.8,0.447,39.96,0.7,0.21,58.84,11.86,112,0.101637593,16.66666667,9.401709402,0.061
OWW04440-0696,3.3,0.013,5.45,2.81,0.21,90.18,53.05,764,0.080256373,5.263157895,13,2.1306
OWW04440-1038,0.4,0.03,95.34,0,0.21,4.39,68.52,243,0.06914756,12.76595745,16.54929578,20.026
OWW04440-0553,1.3,0.363,86.94,2.78,0.21,6.75,110.38,33,0.098257046,27.27272727,10,8.25
OWW04440-0171,0.8,0.004,57.42,31.61,0.21,9.97,691.66,235,0.049181124,39.68253968,49.66666667,84.8689
WNDP99-0648,1.9,0.00616595,0.28,1.67,0.21,41.72,2158.84,1340,0.067033179,32.43243243,28,10.5
WCAP99-0682,2.5,0.008128305,17.65,0.16,0.21,2.58,14154.99,379,0.123097057,27.5862069,55.33333333,3.94
WCAP99-0558,1.2,0.005,17.66,0.16,0.21,2.58,14182.43,435,0.150631681,26.66666667,26,2.95
WNVP99-0687,0.8,0.003890451,5.51,0.68,0.21,2.81,15952.32,524,0.12100527,35.48387097,51,8.966
VAEQ99-0443,0.4,0.06,82.95,0,0.22,16.55,17.54,46,0.075070286,34.7826087,60,11.865
VAEQ99-0443,0.4,0.06,82.95,0,0.22,16.55,17.54,46,0.076122697,38,54.33333333,11.865
WAZP99-0632,1.5,0.002,87.17,0,0.22,0,154.59,280,0.423649585,23.07692308,11.11111111,11.884
WAZP99-0632,1.5,0.002,87.17,0,0.22,0,154.59,280,0.209562632,26.92307692,43.66666667,11.884
WSDP99-0596,0.9,0.015,10.76,0.5,0.22,41.21,359.17,2342,0.113269357,30,48.66666667,0.6
VAEQ99-0421,0.4,0.031,60.42,0.22,0.22,38.88,496.28,79,0.197893977,31.57894737,20.66666667,260.162
OWW04440-0055,2.1,0.014,39.96,49.95,0.22,9.48,622.73,150,0.068711111,21.73913044,35,1.59
WCAP99-0764,1.1,0.006606935,67.07,0.18,0.22,1.01,1021.16,246,0.50109569,16.66666667,84.66666667,18.105
WSDP99-0516,2.6,0.001,0.34,2.45,0.22,39.45,5210.48,1779,0.605911811,17.64705882,1.666666667,0.168
WCOP99-0601,0.6,0.002187762,60.48,0,0.22,8.11,7843.57,493,0.066405475,32.55813954,59.33333333,141.341
OWW04440-1028,0.9,0.01,85.13,0,0.23,14.63,10.33,419,0.191609977,45.94594595,39.66666667,1.49
WCAP99-1102,1.1,0.005370318,32.05,0,0.23,0.11,12.59,958,0.071950329,38.7755102,47.66666667,2.227
WCAP99-1043,1,0.007585776,44.6,0.35,0.23,0.06,41.24,352,0.163080198,45.45454546,48,0.121
OWW04440-0337,2.6,0.083,73.17,8.41,0.23,11.82,99.6,136,0.176886599,24,32.51231527,11.883
OWW04440-0803,1.2,0.004,0.01,0.01,0.23,7.5,118.6,830,0.107913669,28.57142857,26.66666667,4.542
WUTP99-0597,0.5,0.004,40.37,0.02,0.23,1.41,1105.8,558,0.416427109,25,19.33333333,11.891
WCOP01-0812,10.6,0.009772372,32.48,0,0.23,2.82,5411.12,584,0.515764426,22.22222222,12.19512195,7.838
WAZP99-0645,0.4,0.005,90.45,0.03,0.24,0.44,54.44,365,0.101261927,16.66666667,11.33333333,0.868
WORP99-0735,0.5,0.025,29.23,0.66,0.24,66.23,60.75,46,0.174684847,36.36363636,19.66666667,2.183
OWW04440-0677,3.8,0.095,64.13,0.05,0.24,35.43,61,151,0.15710663,20.83333333,39.13043478,1.604
WORP99-0625,1,0.003,67.92,0.09,0.24,0,160.15,130,0.071497987,27.77777778,22,0.034
WWAP99-0636,0.4,0.007,86.38,0.09,0.24,0,479.05,66,0.103453031,34.14634146,28.33333333,928.889
WNVP99-0562,1.8,0.001,0.8,0.48,0.24,4.43,1451.93,428,0.064903512,8.108108108,2,0.007
WWYP99-0501,0.4,0.076,84.29,0,0.25,0,2.52,82,0.319755556,46.42857143,31.33333333,0.226
WAZP99-0598,0.4,0.006,94.57,0,0.25,0,16.88,203,0.173031145,40,61.66666667,0.872
OWW04440-0328,3.3,0.012,52.4,0.0045,0.25,47.33,239.67,631,0.183464188,22.22222222,3.333333333,1.244
OWW04440-0107,0.7,0.006,36.58,51.83,0.25,8.86,430.73,470,0.106695816,42.42424242,40.33333333,30.733
WCOP99-0572,0.7,0.039,95.69,0,0.26,0,12.63,124,0.153589336,21.05263158,11,0.06
WWAP99-0522,0.3,0.007,92.84,0.11,0.26,0.06,91.4,410,0.159495229,47.05882353,32.66666667,0.968
WWAP99-0714,0.6,0.022908677,81.05,0.21,0.26,0.11,188.61,51,0.053271627,42.85714286,58.66666667,82.349
WAZP99-0537,0.9,0.021379621,34.23,0.02,0.26,0.3,34912.36,4465,0.401169832,0,0,2.945
OWW04440-0507,1.7,0.078,47.78,18.56,0.27,32.01,35.37,148,0.073864494,22.5,22.33333333,5.235
IAW02344-0128,2.6,0.013,0.39,0.08,0.27,98.43,42.87,593,0.184037396,18.75,1.666666667,16.3346
WWAP99-0778,0.6,0.00691831,74.88,0.06,0.27,0,49.3,524,0.120904224,40.74074074,17,0.424
OWW04440-0630,4.6,0.123,77.62,6.06,0.27,12.55,238.78,76,0.085776523,16.27906977,7.333333333,3.172
WSDP99-0695,4.5,0.007413102,51.52,0.33,0.27,2.8,543.16,5769,0.847911111,11.11111111,0.666666667,1.53
WWAP99-0568,0.6,0.00851138,73.4,0.01,0.27,1.04,1664.41,201,0.095249554,47.82608696,58.66666667,19.083
WAZP99-0712,0.5,0.016595869,21.83,0.02,0.27,0.68,13033.36,2918,0.087618887,16.66666667,12.5,25.746
OWW04440-0974,0.4,0.148,99.32,0,0.28,0.38,1.86,26,0.171622222,38.0952381,33,0.93
WCAP99-0777,0.4,0.008,56.93,0.05,0.28,0,3.99,384,0.085691199,33.33333333,49.66666667,0.083
WWAP99-0508,0.4,0.021877616,84.74,0.02,0.28,0,9.06,53,0.042730034,44.64285714,51.33333333,0.051
WWAP99-0508,0.4,0.021877616,84.74,0.02,0.28,0,9.06,53,0.136798649,53.65853659,80.66666667,0.051
OWW04440-0093,0.5,0.009,92.97,0.11,0.28,6.6,10.86,547,0.156804734,18.18181818,42.85714286,1.117
OWW04440-0429,1.3,0.013,0.09,0.02,0.28,0.3,10102.16,9480,0.329335065,0,0,7.33
OWW04440-0442,1.1,0.02,47.74,0,0.29,51.95,19.95,200,0.08302014,27.77777778,47,4.005
WCAP99-0888,0.9,0.008,10.2,0.09,0.29,31.33,24.91,1531,0.408351137,40,19.66666667,0.865
OWW04440-0663,2.4,0.123,43.22,36.71,0.29,19.48,37.01,101,0.174727904,15.90909091,5.666666667,1.4204
